STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
2019,2,D,발달상권,1001164,서울 마포구 마포역_1,정체,114,54,105,51
2019,2,D,발달상권,1001136,오목교역,다이나믹,75,51,105,51
2019,2,D,발달상권,1001065,은마아파트입구사거리_1,정체,114,53,105,51
2019,2,A,골목상권,1000261,길음로7길,정체,164,69,105,51
2019,2,A,골목상권,1000437,명지대길,다이나믹,80,48,105,51
2019,2,A,골목상권,1000006,북촌로11길,상권확장,95,62,105,51
2019,2,A,골목상권,1000008,북촌로5나길,다이나믹,71,47,105,51
2019,2,A,골목상권,1000093,마장로27길,정체,137,60,105,51
2019,2,A,골목상권,1000184,사가정로13길,정체,133,52,105,51
2019,2,A,골목상권,1000039,명동길,정체,168,60,105,51
2019,2,A,골목상권,1000447,증가로10길,다이나믹,95,47,105,51
2019,2,A,골목상권,1000094,마장로39길,정체,112,58,105,51
2019,2,A,골목상권,1000171,답십리로23길,상권확장,93,53,105,51
2019,2,A,골목상권,1000187,서울시립대로16길,상권확장,91,68,105,51
2019,2,A,골목상권,1000183,무학로45길,정체,151,60,105,51
2019,2,A,골목상권,1000591,양천로14길,다이나믹,96,47,105,51
2019,2,A,골목상권,1000025,통일로12길,정체,108,88,105,51
2019,2,A,골목상권,1000590,방화대로6라길,다이나믹,90,48,105,51
2019,2,A,골목상권,1000048,퇴계로8길,정체,106,69,105,51
2019,2,A,골목상권,1000205,전농로4길,정체,124,55,105,51
2019,2,A,골목상권,1000427,증산로9길,다이나믹,102,51,105,51
2019,2,A,골목상권,1000142,동일로18길,다이나믹,81,47,105,51
2019,2,A,골목상권,1000132,광나루로52길,상권확장,90,54,105,51
2019,2,A,골목상권,1000981,상암로5길,정체,112,52,105,51
2019,2,A,골목상권,1000209,천호대로12길,정체,146,54,105,51
2019,2,A,골목상권,1000523,목동중앙남로3가길,상권축소,106,46,105,51
2019,2,A,골목상권,1000152,아차산로51길,정체,107,51,105,51
2019,2,A,골목상권,1000156,용마산로21길,다이나믹,95,50,105,51
2019,2,A,골목상권,1000574,공항대로38길,다이나믹,93,50,105,51
2019,2,A,골목상권,1000047,퇴계로56길,정체,136,58,105,51
2019,2,A,골목상권,1000988,양재대로124길,다이나믹,84,43,105,51
2019,2,A,골목상권,1000160,자양로26길,다이나믹,95,42,105,51
2019,2,A,골목상권,1000045,퇴계로18길,상권확장,91,56,105,51
2019,2,A,골목상권,1000607,화곡로59길,상권확장,84,54,105,51
2019,2,A,골목상권,1000170,난계로30길,상권축소,112,50,105,51
2019,2,A,골목상권,1000186,사가정로2길,다이나믹,102,49,105,51
2019,2,A,골목상권,1000166,천호대로123길,정체,114,53,105,51
2019,2,A,골목상권,1000495,와우산로29길,다이나믹,59,41,105,51
2019,2,A,골목상권,1000041,장충단로8길,정체,111,59,105,51
2019,2,A,골목상권,1000586,등촌로51길,정체,107,54,105,51
2019,2,A,골목상권,1000576,공항대로55길,상권확장,98,53,105,51
2019,2,A,골목상권,1000577,공항대로59길,상권확장,93,52,105,51
2019,2,A,골목상권,1000097,매봉길,상권확장,92,62,105,51
2019,2,A,골목상권,1000078,한강대로15길,정체,132,66,105,51
2019,2,A,골목상권,1000548,중앙로55길,정체,134,63,105,51
2019,2,A,골목상권,1000164,자양번영로3길,정체,107,64,105,51
2019,2,A,골목상권,1000511,곰달래로5길,상권축소,118,48,105,51
2019,2,A,골목상권,1000536,오목로23길,상권축소,119,47,105,51
2019,2,A,골목상권,1000603,화곡로13길,다이나믹,93,47,105,51
2019,2,A,골목상권,1000554,강서로15길,상권축소,109,44,105,51
2019,2,A,골목상권,1000065,원효로19길,정체,108,62,105,51
2019,2,A,골목상권,1000560,강서로45다길,다이나믹,87,44,105,51
2019,2,A,골목상권,1000079,한강대로43길,다이나믹,97,51,105,51
2019,2,A,골목상권,1000463,독막로22길,정체,121,56,105,51
2019,2,A,골목상권,1000588,등촌로5길,상권축소,108,46,105,51
2019,2,A,골목상권,1000471,마포대로12길,다이나믹,89,46,105,51
2019,2,A,골목상권,1000552,가로공원로76가길,다이나믹,102,47,105,51
2019,2,A,골목상권,1000929,압구정로2길,다이나믹,89,37,105,51
2019,2,A,골목상권,1001006,천호대로197길,상권확장,86,53,105,51
2019,2,A,골목상권,1000924,선릉로121길,다이나믹,95,45,105,51
2019,2,A,골목상권,1000909,도산대로50길,상권확장,79,54,105,51
2019,2,A,골목상권,1000944,백제고분로22길,다이나믹,100,48,105,51
2019,2,A,골목상권,1000923,삼성로75길,다이나믹,88,41,105,51
2019,2,A,골목상권,1000954,삼전로13길,다이나믹,102,46,105,51
2019,2,A,골목상권,1000684,경인로77길,상권확장,98,56,105,51
2019,2,A,골목상권,1000686,경인로90길,상권확장,83,52,105,51
2019,2,A,골목상권,1000566,강서로8길,다이나믹,96,45,105,51
2019,2,A,골목상권,1000717,신길로42길,정체,105,54,105,51
2019,2,A,골목상권,1000952,백제고분로46길,상권축소,105,49,105,51
2019,2,A,골목상권,1000947,백제고분로33길,다이나믹,75,44,105,51
2019,2,A,골목상권,1000624,고척로52길,상권축소,113,48,105,51
2019,2,A,골목상권,1000772,여의대방로22카길,상권축소,105,48,105,51
2019,2,A,골목상권,1000617,경인로15길,정체,110,56,105,51
2019,2,A,골목상권,1000941,동남로20길,다이나믹,96,50,105,51
2019,2,A,골목상권,1000737,대방동27길,정체,110,52,105,51
2019,2,A,골목상권,1000854,동광로1길,정체,112,55,105,51
2019,2,A,골목상권,1000650,오류로8길,상권축소,109,50,105,51
2019,2,A,골목상권,1000633,구로중앙로19길,상권축소,113,48,105,51
2019,2,A,골목상권,1000773,여의대방로24길,상권축소,116,51,105,51
2019,2,A,골목상권,1000815,신림동길,다이나믹,93,51,105,51
2019,2,A,골목상권,1000743,동작대로7길,다이나믹,97,51,105,51
2019,2,A,골목상권,1000822,신사로20길,상권확장,88,54,105,51
2019,2,A,골목상권,1000751,사당로23나길,정체,106,58,105,51
2019,2,A,골목상권,1000760,상도로61길,상권확장,87,57,105,51
2019,2,A,골목상권,1000708,디지털로57길,다이나믹,102,48,105,51
2019,2,A,골목상권,1000807,미성5길,정체,121,54,105,51
2019,2,A,골목상권,1000641,도림로6길,정체,117,53,105,51
2019,2,A,골목상권,1000891,개포로28길,상권축소,109,49,105,51
2019,2,A,골목상권,1000876,언남길,다이나믹,105,47,105,51
2019,2,A,골목상권,1000814,승방길,다이나믹,98,47,105,51
2019,2,A,골목상권,1000851,논현로1길,상권축소,114,51,105,51
2019,2,A,골목상권,1000826,인헌길,정체,114,53,105,51
2019,2,A,골목상권,1000800,남부순환로248길,정체,106,53,105,51
2019,2,A,골목상권,1000843,소담길,정체,173,70,105,51
2019,2,A,골목상권,1000658,금하로24길,상권축소,107,51,105,51
2019,2,A,골목상권,1000675,시흥대로153길,다이나믹,97,48,105,51
2019,2,A,골목상권,1000664,독산로70길,정체,107,56,105,51
2019,2,R,전통시장,1001376,수일시장,정체,175,82,105,51
2019,2,R,전통시장,1001321,답십리현대시장,정체,144,54,105,51
2019,2,R,전통시장,1001484,양지골목시장,정체,108,58,105,51
2019,2,R,전통시장,1001414,송화골목시장,정체,110,60,105,51
2019,2,R,전통시장,1001273,남대문시장,정체,138,60,105,51
2019,2,R,전통시장,1001490,길동복조리시장,상권축소,110,48,105,51
2019,2,R,전통시장,1001307,능동로골목시장,상권축소,119,49,105,51
2019,2,R,전통시장,1001309,조양시장,정체,127,59,105,51
2019,2,R,전통시장,1001290,이촌종합시장,정체,129,61,105,51
2019,2,R,전통시장,1001331,면목골목시장,상권축소,126,49,105,51
2019,2,R,전통시장,1001314,경동시장,정체,182,100,105,51
2019,2,R,전통시장,1001407,등마루시장,상권확장,98,69,105,51
2019,2,R,전통시장,1001266,동대문종합시장,정체,136,66,105,51
2019,2,R,전통시장,1001294,마장축산물시장,정체,116,55,105,51
2019,2,R,전통시장,1001318,청량리전통시장,정체,138,79,105,51
2019,2,R,전통시장,1001350,숭인시장,정체,130,68,105,51
2019,2,R,전통시장,1001363,쌍문역골목시장,상권확장,101,57,105,51
2019,2,R,전통시장,1001340,정릉시장,정체,126,60,105,51
2019,2,R,전통시장,1001448,흑석시장,정체,111,56,105,51
2019,2,R,전통시장,1001292,이태원제일시장,다이나믹,96,47,105,51
2019,2,R,전통시장,1001388,영진시장,정체,119,53,105,51
2019,2,R,전통시장,1001428,박미시장,정체,117,69,105,51
2019,2,R,전통시장,1001315,동서시장,상권확장,84,117,105,51
2019,2,D,발달상권,1001256,서울 강북구 수유역_1,다이나믹,103,49,105,51
2019,2,D,발달상권,1001262,서울 노원구 노원역_2,상권축소,107,44,105,51
2019,2,D,발달상권,1001245,서울 성북구 성신여대입구역,다이나믹,102,49,105,51
2019,2,D,발달상권,1001237,서울 종로구 경복궁역_2,정체,116,55,105,51
2019,2,D,발달상권,1001222,동묘앞역,상권축소,126,51,105,51
2019,2,D,발달상권,1001189,서울 중구 명동역,정체,109,51,105,51
2019,2,R,전통시장,1001470,강남시장_강남,상권확장,100,56,105,51
2019,2,R,전통시장,1001469,양재시장,정체,120,52,105,51
2019,2,R,전통시장,1001462,강남골목시장,상권확장,102,53,105,51
2019,2,D,발달상권,1001060,가락시장,상권확장,81,58,105,51
2019,2,R,전통시장,1001354,우이시장,상권확장,99,55,105,51
2019,2,R,전통시장,1001335,묵1동도깨비시장,상권확장,98,54,105,51
2019,2,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,정체,143,59,105,51
2019,2,A,골목상권,1000390,갈현로1길,상권축소,113,48,105,51
2019,2,A,골목상권,1000412,은평로10길,정체,129,56,105,51
2019,2,A,골목상권,1000194,이문로42길,정체,146,52,105,51
2019,2,A,골목상권,1000236,동일로149길,다이나믹,89,50,105,51
2019,2,A,골목상권,1000312,화랑로1길,정체,132,52,105,51
2019,2,A,골목상권,1000379,동일로173가길,상권축소,113,49,105,51
2019,2,A,골목상권,1000217,한천로46길,다이나믹,99,47,105,51
2019,2,D,발달상권,1001062,서울 강남구 강남역_1,다이나믹,89,46,105,51
2019,2,D,발달상권,1001067,오류동역,정체,116,58,105,51
2019,2,D,발달상권,1001090,삼정역_2,다이나믹,84,43,105,51
2019,2,D,발달상권,1001074,대림역_2,다이나믹,100,42,105,51
2019,2,D,발달상권,1001048,뱅뱅사거리,다이나믹,96,47,105,51
2019,2,D,발달상권,1001071,서울 강남구 한티역,다이나믹,88,50,105,51
2019,2,D,발달상권,1001034,서울 서초구 방배역,정체,110,53,105,51
2019,2,D,발달상권,1001038,구로디지탈1단지,다이나믹,69,43,105,51
2019,2,D,발달상권,1001030,양재역_2,정체,111,53,105,51
2019,2,D,발달상권,1001027,가산디지털단지역_3,다이나믹,81,46,105,51
2019,2,D,발달상권,1001042,서울 서초구 남부터미널역_3,다이나믹,103,50,105,51
2019,2,D,발달상권,1001039,서울 서초구 남부터미널역_2,상권축소,112,50,105,51
2019,2,D,발달상권,1001024,관악구 사당역_1,상권확장,93,54,105,51
2019,2,D,발달상권,1001017,관악구 사당역_3,정체,117,53,105,51
2019,2,D,발달상권,1001012,양재 화물트럭터미널앞_1,다이나믹,94,46,105,51
2019,2,D,발달상권,1001193,장한평역_1,상권축소,110,48,105,51
2019,2,D,발달상권,1001223,서울 종로구 광화문역_2,정체,125,57,105,51
2019,2,D,발달상권,1001249,서울 은평구 불광역_2,정체,132,63,105,51
2019,2,D,발달상권,1001241,혜화역 대학로_2,상권축소,111,49,105,51
2019,2,D,발달상권,1001254,서울 은평구 연신내역_2,다이나믹,90,49,105,51
2019,2,D,발달상권,1001238,서울 동대문구 청량리역,정체,168,62,105,51
2019,2,D,발달상권,1001104,삼성역_3,정체,106,56,105,51
2019,2,D,발달상권,1001169,서울 용산구 숙대입구역,정체,112,58,105,51
2019,2,D,발달상권,1001185,서울 서대문구 신촌역,정체,114,52,105,51
2019,2,D,발달상권,1001141,압구정 로데오거리_2,다이나믹,99,46,105,51
2019,2,D,발달상권,1001172,어린이대공원역,상권확장,95,52,105,51
2019,2,D,발달상권,1001199,서울 중구 충무로역_2,정체,161,57,105,51
2019,2,D,발달상권,1001148,목동사거리,다이나믹,100,50,105,51
2019,2,D,발달상권,1001094,선정릉역_1,다이나믹,81,43,105,51
2019,2,A,골목상권,1000386,한글비석로22길,다이나믹,90,44,105,51
2019,2,A,골목상권,1000377,해등로16길,다이나믹,77,43,105,51
2019,2,A,골목상권,1000282,성북로8길,상권확장,92,57,105,51
2019,2,A,골목상권,1000424,증산로17길,정체,119,55,105,51
2019,2,A,골목상권,1000256,용마산로100길,다이나믹,95,48,105,51
2019,2,A,골목상권,1000449,증가로23나길,정체,113,57,105,51
2019,2,A,골목상권,1000218,휘경로14길,정체,117,55,105,51
2019,2,A,골목상권,1000279,삼선교로10다길,다이나믹,76,46,105,51
2019,2,A,골목상권,1000372,방학로6가길,상권축소,112,47,105,51
2019,2,A,골목상권,1000388,한글비석로44길,정체,107,57,105,51
2019,2,A,골목상권,1000381,동일로242길,상권확장,78,54,105,51
2019,2,A,골목상권,1000357,도당로19길,다이나믹,102,47,105,51
2019,2,D,발달상권,1001188,장충동 족발거리,정체,130,68,105,51
2019,2,D,발달상권,1001192,서울 중구 충무로역_1,정체,123,59,105,51
2019,2,D,발달상권,1001081,서울 강남구 역삼역_2,다이나믹,86,47,105,51
2019,2,D,발달상권,1001194,서울 강서구 발산역,다이나믹,71,46,105,51
2019,2,D,발달상권,1001259,서울 강북구 수유역_3,상권축소,111,51,105,51
2019,2,D,발달상권,1001134,서울 영등포구 여의도역_2,상권확장,101,55,105,51
2019,2,D,발달상권,1001128,청담사거리_1,다이나믹,99,45,105,51
2019,2,D,발달상권,1001112,서울 강남구 학동역_3,상권축소,107,46,105,51
2019,2,D,발달상권,1001121,영등포역_3,정체,122,52,105,51
2019,2,D,발달상권,1001235,서울 종로구 안국역_1,정체,126,57,105,51
2019,2,D,발달상권,1001190,장한평역,정체,112,53,105,51
2019,2,D,발달상권,1001168,남영역,정체,123,57,105,51
2019,2,A,골목상권,1000234,동일로139길,상권축소,116,48,105,51
2019,2,A,골목상권,1000426,증산로5길,상권축소,120,48,105,51
2019,2,A,골목상권,1000247,면목로56길,상권축소,107,46,105,51
2019,2,A,골목상권,1000245,면목로49길,다이나믹,94,51,105,51
2019,2,A,골목상권,1000389,가좌로7길,상권확장,100,53,105,51
2019,2,A,골목상권,1000016,자하문로7길,상권확장,89,62,105,51
2019,2,A,골목상권,1000443,수색로8길,상권확장,102,54,105,51
2019,2,A,골목상권,1000019,종로65길,상권축소,131,50,105,51
2019,2,A,골목상권,1000177,답십리로69길,다이나믹,99,47,105,51
2019,2,A,골목상권,1000490,신촌로30길,정체,143,52,105,51
2019,2,A,골목상권,1000602,초원로16길,정체,112,54,105,51
2019,2,A,골목상권,1000211,천호대로45길,정체,138,92,105,51
2019,2,A,골목상권,1000022,창신2길,정체,136,59,105,51
2019,2,A,골목상권,1000058,백범로90길,다이나믹,73,45,105,51
2019,2,A,골목상권,1000472,마포대로20길,정체,114,58,105,51
2019,2,A,골목상권,1000459,대흥로21길,정체,123,57,105,51
2019,2,A,골목상권,1000487,숭문길,상권확장,101,58,105,51
2019,2,A,골목상권,1000606,화곡로44나길,다이나믹,97,45,105,51
2019,2,A,골목상권,1000482,성미산로1길,상권축소,108,48,105,51
2019,2,A,골목상권,1000030,다산로33길,정체,112,60,105,51
2019,2,A,골목상권,1000172,답십리로56길,정체,107,58,105,51
2019,2,A,골목상권,1000579,공항대로61길,다이나믹,86,49,105,51
2019,2,A,골목상권,1000153,아차산로55길,다이나믹,103,47,105,51
2019,2,A,골목상권,1000086,효창원로39길,정체,106,52,105,51
2019,2,A,골목상권,1000989,양재대로133길,상권축소,106,48,105,51
2019,2,A,골목상권,1000120,왕십리로6길,상권확장,87,53,105,51
2019,2,A,골목상권,1000128,광나루로24길,상권확장,92,56,105,51
2019,2,A,골목상권,1000583,남부순환로11길,다이나믹,95,40,105,51
2019,2,A,골목상권,1000173,답십리로60길,정체,123,52,105,51
2019,2,A,골목상권,1000453,통일로11길,정체,156,67,105,51
2019,2,A,골목상권,1000111,송정12라길,상권축소,122,51,105,51
2019,2,A,골목상권,1000116,왕십리로14길,다이나믹,89,50,105,51
2019,2,A,골목상권,1000601,초록마을로8길,정체,114,59,105,51
2019,2,A,골목상권,1000461,도화4길,다이나믹,101,51,105,51
2019,2,A,골목상권,1000527,목동중앙북로16길,상권확장,79,52,105,51
2019,2,A,골목상권,1000163,자양로53길,정체,113,53,105,51
2019,2,A,골목상권,1000480,백범로16길,다이나믹,99,50,105,51
2019,2,A,골목상권,1000688,당산로31길,상권확장,88,53,105,51
2019,2,A,골목상권,1000110,성수일로6길,상권확장,81,53,105,51
2019,2,A,골목상권,1000993,올림픽로48길,다이나믹,95,49,105,51
2019,2,A,골목상권,1000158,자양로11길,상권축소,112,46,105,51
2019,2,A,골목상권,1000141,능동로4길,다이나믹,84,46,105,51
2019,2,A,골목상권,1000496,와우산로3길,다이나믹,71,49,105,51
2019,2,A,골목상권,1000123,장터길,정체,116,55,105,51
2019,2,A,골목상권,1000056,두텁바위로1길,정체,114,57,105,51
2019,2,A,골목상권,1000888,강남대로140길,상권축소,109,45,105,51
2019,2,A,골목상권,1000571,곰달래로47길,다이나믹,83,47,105,51
2019,2,A,골목상권,1000905,도산대로15길,다이나믹,68,44,105,51
2019,2,A,골목상권,1000549,지양로7길,상권축소,110,43,105,51
2019,2,A,골목상권,1000522,목동로9길,다이나믹,77,43,105,51
2019,2,A,골목상권,1000718,신길로60길,상권축소,121,45,105,51
2019,2,A,골목상권,1000696,대림로44길,정체,128,52,105,51
2019,2,A,골목상권,1000621,고척로21나길,정체,114,52,105,51
2019,2,A,골목상권,1000619,경인로35길,상권축소,113,47,105,51
2019,2,A,골목상권,1000556,강서로18길,다이나믹,92,47,105,51
2019,2,A,골목상권,1000926,선릉로133길,다이나믹,79,45,105,51
2019,2,A,골목상권,1000636,구로중앙로42길,정체,110,55,105,51
2019,2,A,골목상권,1000722,여의대방로35길,정체,130,61,105,51
2019,2,A,골목상권,1000932,영동대로65길,다이나믹,93,49,105,51
2019,2,A,골목상권,1000759,상도로47길,상권확장,90,52,105,51
2019,2,A,골목상권,1000894,논현로106길,다이나믹,93,43,105,51
2019,2,A,골목상권,1000951,백제고분로45길,다이나믹,86,45,105,51
2019,2,A,골목상권,1000878,주흥길,다이나믹,98,50,105,51
2019,2,A,골목상권,1000692,대림로22길,상권축소,108,48,105,51
2019,2,A,골목상권,1000630,구로동로42길,상권축소,108,44,105,51
2019,2,A,골목상권,1000647,부일로1길,정체,117,60,105,51
2019,2,A,골목상권,1000518,목동남로4길,상권확장,98,52,105,51
2019,2,A,골목상권,1000628,구로동로38길,상권축소,122,50,105,51
2019,2,A,골목상권,1000611,개봉로17다길,정체,124,61,105,51
2019,2,A,골목상권,1000860,바우뫼로39길,다이나믹,103,42,105,51
2019,2,A,골목상권,1000956,송이로32길,다이나믹,99,47,105,51
2019,2,A,골목상권,1000863,방배로35길,상권축소,117,48,105,51
2019,2,A,골목상권,1000928,선릉로18길,정체,120,58,105,51
2019,2,A,골목상권,1000835,청림3길,정체,113,56,105,51
2019,2,A,골목상권,1000884,방배중앙로21길,다이나믹,95,47,105,51
2019,2,A,골목상권,1000820,신림로64길,다이나믹,86,44,105,51
2019,2,A,골목상권,1000697,대림로7길,상권축소,119,42,105,51
2019,2,A,골목상권,1000747,사당로16가길,다이나믹,95,47,105,51
2019,2,A,골목상권,1000864,방배로42길,상권확장,94,53,105,51
2019,2,A,골목상권,1000783,관악로30길,다이나믹,94,50,105,51
2019,2,A,골목상권,1000895,논현로10길,다이나믹,97,45,105,51
2019,2,A,골목상권,1000670,벚꽃로56길,상권확장,93,54,105,51
2019,2,A,골목상권,1000753,사당로29길,상권축소,134,49,105,51
2019,2,A,골목상권,1000879,청두곶길,다이나믹,88,48,105,51
2019,2,A,골목상권,1000659,남부순환로112길,다이나믹,96,45,105,51
2019,2,A,골목상권,1000755,사당로30길,다이나믹,88,45,105,51
2019,2,A,골목상권,1000660,독산로108길,상권축소,128,48,105,51
2019,2,A,골목상권,1000839,호암로24길,다이나믹,86,46,105,51
2019,2,A,골목상권,1000678,시흥대로62가길,다이나믹,96,51,105,51
2019,2,A,골목상권,1000662,독산로50길,다이나믹,95,50,105,51
2019,2,A,골목상권,1000882,효령로34길,정체,111,54,105,51
2019,2,R,전통시장,1001481,명일골목시장,상권축소,113,49,105,51
2019,2,R,전통시장,1001395,목3동시장,상권축소,111,50,105,51
2019,2,R,전통시장,1001485,고분다리골목시장,다이나믹,101,46,105,51
2019,2,R,전통시장,1001289,용문전통시장,정체,133,54,105,51
2019,2,R,전통시장,1001401,신곡종합시장,정체,142,54,105,51
2019,2,R,전통시장,1001440,노량진중앙시장,상권확장,85,57,105,51
2019,2,R,전통시장,1001379,인왕시장,정체,150,88,105,51
2019,2,R,전통시장,1001319,청량리종합시장,정체,141,77,105,51
2019,2,A,골목상권,1000682,시흥대로94길,상권축소,105,51,105,51
2019,2,R,전통시장,1001467,우림시장,상권확장,93,81,105,51
2019,2,R,전통시장,1001464,삼성동시장,정체,127,67,105,51
2019,2,R,전통시장,1001465,신신림시장,정체,159,94,105,51
2019,2,R,전통시장,1001367,상계중앙시장,상권축소,109,43,105,51
2019,2,R,전통시장,1001351,솔샘시장,상권확장,102,60,105,51
2019,2,R,전통시장,1001343,장위전통시장,정체,132,64,105,51
2019,2,R,전통시장,1001347,석관황금시장,다이나믹,103,47,105,51
2019,2,R,전통시장,1001444,상도전통시장,상권확장,97,54,105,51
2019,2,R,전통시장,1001420,고척근린시장,정체,123,58,105,51
2019,2,R,전통시장,1001287,신흥시장,상권확장,83,66,105,51
2019,2,R,전통시장,1001419,가리봉시장,정체,128,59,105,51
2019,2,R,전통시장,1001291,이태원시장,정체,146,80,105,51
2019,2,R,전통시장,1001383,공덕시장,정체,134,55,105,51
2019,2,R,전통시장,1001459,신원시장,정체,112,54,105,51
2019,2,D,발달상권,1001261,서울 노원구 노원역_1,다이나믹,104,48,105,51
2019,2,D,발달상권,1001255,서울 은평구 연신내역_3,다이나믹,100,41,105,51
2019,2,R,전통시장,1001471,영동전통시장,다이나믹,99,49,105,51
2019,2,D,발달상권,1001214,종각역,정체,143,58,105,51
2019,2,D,발달상권,1001116,영등포역_1,정체,121,54,105,51
2019,2,A,골목상권,1000677,시흥대로36길,정체,114,60,105,51
2019,2,D,발달상권,1001079,석촌역,정체,168,52,105,51
2019,2,D,발달상권,1001064,대림역_1,다이나믹,83,47,105,51
2019,2,R,전통시장,1001342,밤나무골시장,상권확장,104,57,105,51
2019,2,R,전통시장,1001372,녹번시장,정체,123,79,105,51
2019,2,A,골목상권,1000339,수유로12길,상권축소,111,43,105,51
2019,2,A,골목상권,1000400,연서로13길,다이나믹,84,44,105,51
2019,2,A,골목상권,1000264,돌곶이로27길,상권축소,127,51,105,51
2019,2,A,골목상권,1000421,응암로34길,정체,125,58,105,51
2019,2,A,골목상권,1000262,돌곶이로14길,상권축소,136,43,105,51
2019,2,A,골목상권,1000301,종암로19길,상권확장,102,53,105,51
2019,2,A,골목상권,1000287,오패산로3길,정체,123,56,105,51
2019,2,A,골목상권,1000313,화랑로32길,정체,110,52,105,51
2019,2,A,골목상권,1000314,화랑로40길,상권축소,110,48,105,51
2019,2,A,골목상권,1000403,연서로21길,다이나믹,82,47,105,51
2019,2,A,골목상권,1000408,연서로34길,정체,114,59,105,51
2019,2,A,골목상권,1000414,은평로20길,정체,135,65,105,51
2019,2,D,발달상권,1001087,서울 강남구 선릉역_2,다이나믹,92,43,105,51
2019,2,D,발달상권,1001066,서울 강남구 강남역,다이나믹,76,43,105,51
2019,2,D,발달상권,1001095,강남구 논현역_2,다이나믹,91,45,105,51
2019,2,D,발달상권,1001041,서울 강남구 수서역,다이나믹,103,51,105,51
2019,2,D,발달상권,1001093,신천역,상권축소,105,49,105,51
2019,2,D,발달상권,1001103,코엑스,상권확장,101,60,105,51
2019,2,D,발달상권,1001055,서울 서초구 서초역,상권확장,99,55,105,51
2019,2,D,발달상권,1001035,매봉역,상권축소,106,46,105,51
2019,2,D,발달상권,1001049,개봉동 현대아파트 인근,정체,133,55,105,51
2019,2,D,발달상권,1001100,강남구 논현역_3,상권확장,89,53,105,51
2019,2,D,발달상권,1001147,용산 전자상가_2,상권축소,135,47,105,51
2019,2,D,발달상권,1001246,미아사거리_1,정체,106,52,105,51
2019,2,D,발달상권,1001221,장안동사거리,다이나믹,94,46,105,51
2019,2,D,발달상권,1001224,서울 동대문구 신설동역_1,다이나믹,97,48,105,51
2019,2,D,발달상권,1001110,잠실역,상권확장,99,52,105,51
2019,2,D,발달상권,1001178,서울 마포구 홍대입구역_1,다이나믹,92,47,105,51
2019,2,D,발달상권,1001160,서울 광진구 구의역,다이나믹,105,49,105,51
2019,2,D,발달상권,1001117,강남구 신사역_2,다이나믹,101,46,105,51
2019,2,D,발달상권,1001150,서울 용산구 이태원역,정체,131,61,105,51
2019,2,D,발달상권,1001186,서울 서대문구 이대역,상권축소,110,48,105,51
2019,2,A,골목상권,1000383,상계로1길,다이나믹,90,44,105,51
2019,2,A,골목상권,1000373,삼양로144길,다이나믹,90,47,105,51
2019,2,A,골목상권,1000320,도봉로13길,상권축소,114,47,105,51
2019,2,A,골목상권,1000335,솔매로41길,다이나믹,97,46,105,51
2019,2,A,골목상권,1000255,신내로7가길,다이나믹,80,50,105,51
2019,2,A,골목상권,1000420,응암로22길,정체,107,53,105,51
2019,2,A,골목상권,1000228,동일로100길,정체,112,52,105,51
2019,2,A,골목상권,1000230,동일로112길,상권축소,107,51,105,51
2019,2,A,골목상권,1000260,중랑천로10길,다이나믹,103,43,105,51
2019,2,A,골목상권,1000222,겸재로29길,정체,120,52,105,51
2019,2,A,골목상권,1000419,응암로14길,정체,109,53,105,51
2019,2,A,골목상권,1000001,계동길,상권확장,88,56,105,51
2019,2,A,골목상권,1000422,증산로13길,정체,129,54,105,51
2019,2,A,골목상권,1000356,도당로13바길,다이나믹,96,46,105,51
2019,2,A,골목상권,1000374,시루봉로23길,정체,115,52,105,51
2019,2,A,골목상권,1000367,도봉산4길,다이나믹,84,50,105,51
2019,2,A,골목상권,1000363,도봉로152가길,다이나믹,84,51,105,51
2019,2,A,골목상권,1000361,도봉로143길,다이나믹,104,50,105,51
2019,2,D,발달상권,1001220,서울 종로구 동대문역_2,다이나믹,96,50,105,51
2019,2,D,발달상권,1001151,용산 전자상가_3,상권축소,140,47,105,51
2019,2,D,발달상권,1001228,서울 종로구 종로5가역_3,정체,134,57,105,51
2019,2,D,발달상권,1001225,신설동역,상권축소,123,38,105,51
2019,2,D,발달상권,1001108,학동역,상권확장,102,52,105,51
2019,2,A,골목상권,1000457,홍제내길,정체,109,58,105,51
2019,2,A,골목상권,1000134,긴고랑로7길,상권확장,103,55,105,51
2019,2,A,골목상권,1000201,장한로5길,상권축소,106,48,105,51
2019,2,A,골목상권,1000033,다산로39길,상권축소,126,51,105,51
2019,2,A,골목상권,1000435,가재울로6길,정체,120,60,105,51
2019,2,A,골목상권,1000121,용답29길,상권확장,103,56,105,51
2019,2,A,골목상권,1000099,무학로6길,정체,105,56,105,51
2019,2,A,골목상권,1000593,양천로24길,다이나믹,91,48,105,51
2019,2,A,골목상권,1000174,답십리로63길,정체,127,56,105,51
2019,2,A,골목상권,1000002,난계로27길,상권축소,118,45,105,51
2019,2,A,골목상권,1000023,창신5길,정체,136,74,105,51
